Key,English
dkModUpgOrFixInfo," Your Electrocutioner perk level must be greater than the mod level that you want to upgrade.\n You can craft  repair parts if the damage is below 100%.\n If the damage reaches 100% you will need to craft a replacement part instead, from a newly crafted mod.\nElctrnModsUpgradeLevels (MaxIsElectrocutionerPerkLevel) TT:{cvar(iGSKEnergyLvlTT:0.000)} TS:{cvar(iGSKEnergyLvlTS:0.000)} TA:{cvar(iGSKEnergyLvlTA:0.000)} TH:{cvar(iGSKEnergyLvlTH:0.000)} TR:{cvar(iGSKEnergyLvlTR:0.000)} TP:{cvar(iGSKEnergyLvlTP:0.000)} TB:{cvar(iGSKEnergyLvlTB:0.000)}"

dkGSKStarterKit,"I need to open this quickly!\nFreeBundlesRemaining: {cvar(iGSKFreeBundlesRemaining:0)}\n(Help) Search at crafting menu:\n 'GSKCFG' for some config options\n 'CB:' for free resurrect bundles\n 'NT:' for helpful notes (or look for them at the journal after opening this bundle and waiting some time for them to slowly show up)\n If you are having trouble to survive, read all the bestiary info and the tactics, and if you create new tactics tell me thx!"
dkGSKRespawnFreeBundlesLimitCfg,"Change how many times you will be allowed to open free bundles on resurrect. The more you use, the easier it will get. To compensate that the exp loss has no limit in time (just in percent), so only increase if you think the challenge is unfair.\n[PRIMARY] action increases (CFGv1: limit now is more {cvar(iGSKOnRespawnFreeBundlesLimit:0)} based on resurrects. This action only works if set BEFORE resurrecting).\n[SECONDARY] action decreases (beware, this hardcore decision can't be undone).\nRemaining Free Bundles(CFGv2): {cvar(iGSKFreeBundlesRemaining:0)}, CurrentExpLoss: {cvar(.fGSKExpDebtPercx100:0)}%, CurrentExpDebit: {cvar(fGSKExpDebt:0.00)}/{cvar(fGSKAllFreeBundlesSumExpDebit:0)}, RealTime HoursRemaining ToEnd ExpLoss: {cvar(.fGSKExpDebtTmRemain:0.0)}\n You can lower the exp loss by creating related items to counter it. High exp loss means it will remain more challenging for longer."

dkGSKCFGTeleUndergroundFreeDelay,"Current(CFGv1): {cvar(iGSKTTUnderFreeDelay:0)}s\n[PRIMARY] action add 1s\n[SECONDARY] lowers 1s\nThe more the better tho (if your machine is slow it may help a lot)"

_Bkp_dkGSKElctrnTeleportToSkyFirstTime,"If you think where you spawned is too difficult, teleport to the sky!\n ¤ use it at day time for better ground visibility\n ¤ take a look at the sky, be sure it is not too cloudy\n ¤ be sure you are fully healed\n ¤ remove your bed so if you die you will spawn near your backpack\n ¤ use now 3 extra first aid bandages\n ¤ quickly standup (if you are crouched) and activate the teleportation to sky\n ¤ quickly unequip all armor pieces using Elctrn mods to stop taking damage\n ¤ while slow falling, run to some direction (you can look down while running in the sky (see technotes *3))\n ¤ keep a look on the fall protection time limit and crouch to fall faster!\nObs.: it will be difficult to use the inventory and to look at the map while falling (unless you press toggle crouch key), be sure to put important items on your belt (see technotes *2)!\nPS.: the teleport mod will be destroyed."
dkGSKElctrnTeleportToSkyFirstTime,"If you want to try the teleport to sky imediately:\n ¤ use it at day time for better ground visibility\n ¤ take a look at the sky, be sure it is not too cloudy\n ¤ place a marker +- to where you want to go\n ¤ be sure you are fully healed\n ¤ use now 1 extra first aid bandage\n ¤ quickly standup (if you are crouched) and activate the teleportation to sky (that may destroy the teleport mod)\n ¤ while slow falling, run to some direction (look straight down)\nObs.: it will be difficult to use the inventory and to look at the map, so put important items in your belt! toggle-crouch will make you fall faster but will let you use the inventory easier."

dkGSKElctrnTeleportToSky,"Please read the teleport journal or note before using this.\n[PRIMARY] action and STANDING UP can teleport Super High to sky above (use the cfg device), good to relocate yourself to another biome.\n [PRIMARY] CROUCHED teleports to sky above but not so high\n [SECONDARY] STANDUP teleports to a random spawn point on the chosen biome: {cvar(iGSKTeleportedToSpawnPointBiomeId:0)}. And not too high on the sky\n [SECONDARY] CROUCHED teleport to the previous spawn point ({cvar(iGSKTeleportedToSpawnPointIndex:0)}) on the sky.\nObs.: if you use toggle crouch, you will fall faster but will be able to use inventory easily."
dkGSKElctrnTeleport,"Please read the teleport journal or note before using this.\n[PRIMARY] action and STANDING up will teleport in front, to where you are looking at but on the horizon (looking up or down wont change the elevation)\n [PRIMARY] CROUCHED will 'teleport' to where you already are but will then cause a bigger explosion.\n [SECONDARY] action STANDING up will teleport upwards\n [SECONDARY] CROUCHED will be downwards but be careful!\n Requires {cvar(iGSKElctrnTeleportEnergy:0)} energy per distance index.\nAvoid using if the mod is damaged beyond {cvar(iGSKDmgSafePercTPShow:0)}% as it may teleport you wrongly!\n"



dkbuffGSKElctrnTeleport,"Unstable tech! You wont be able to use it again until it stabilizes. The higher your electrocutioner skill, the better (if you have luck)!"
dkGSKTeleFlee,"Teleport to a nearby direction:\n North means in front, West is to the left...\n 1. 2. 3. 4. 5. 6. 7. 8\n N. NE E. SE S. SW W. NW\n CFG={cvar(iGSKTeleFleeDir:0)}"
_bkp_dkbuffGSKRespawnNoFallDmg,"this requires playerRespawnParachuteDaemon.sh (a cygwin/linux script) to be running, or type in console, only if you have no bed placed, and in less than 10s just after resurrecting: teleport offset 0 2000 0"
dkbuffGSKRespawnNoFallDmg,"Max fall dmg protection time: {cvar(.fGSKFallProtTmMax:0)}"

dkRepairColdProt,"Repairs a good amount of your cold cloth protection.\nCloth Damaged Cold Protection: {cvar(.fGSKDmgColdProtx100:0)}%"
dkRepairHeatProt,"Repairs a good amount of your heat cloth protection.\nCloth Damaged Heat Protection: {cvar(.fGSKDmgHeatProtx100:0)}%"

dkbuffGSKElctrnOverchargeDmg,"Overcharge!!!\nYou charged your battery too much!\nHeal or unequip armor pieces with active mods (and re-equip the one with the battery mod as soon you can to not lose too much energy). You can also use the item NVBatteryCreate to discharge your permanent equipped battery and create a new battery."

dkNightVisionBattery,"Elctrn devices energy.\nRecharges:{cvar(iGSKBattEnergy:0)}\nWARNING! overcharging above your battery capacity will shock you, if it would take too long to end the overcharge, it is better to turn off or unequip your armor pieces using Elctrn devices that are consuming battery even if in standby (the mods that have '!'), also keep battery mod to grant high capacity and lose less energy."
dkNightVisionBatteryStrong,"Recharges:{cvar(iGSKBattStrongEnergy:0)}\n Read NightVisionBattery details too!!!"
dkNightVisionBatterySuperOvercharge,"Recharges:{cvar(iGSKBattSuperOverchargeEnergy:0)}\n Read NightVisionBattery details too!!!"

startNewGameOasisHint,"[NoMad] barely readable note"
startNewGameOasisHint2,"[NoMad] barely readable guess"
dkGSKStarterHintOasis,"Once you found a barely readable note, it was written everywhere manytimes 'WiSh 31 Dynamite', what could it mean?\n(open this if you do not want to try to guess yourself)"
dkGSKStarterHintOasis2,"The barely readable note is strange.. could it mean '3131W 3131S'? Better check if there is something useful there as soon I can, and may be I should bring a dynamite too."

dkNVBatteryCreateDbg,"Uses stored battery energy to create NV batteries.\n[PRIMARY] action WeakBattery\n[SECONDARY] action StrongBattery"
dkNVBatteryCreate,"Uses stored battery energy to create NV batteries.\n[PRIMARY] action WeakBattery"
dkNVBatteryCreateStrong,"Uses stored battery energy to create NV batteries.\n[PRIMARY] action StrongBattery"

_AUTOGENCODE_CREATEEXPLORATIONREWARDS_BEGIN,"BELOW:===== DO NOT MODIFY, USE THE AUTO-GEN SCRIPT: createExplorationRewards.sh ====="
dkGSKTNMExplrRwdbathKit,"[TheNoMad:WorldExplorationReward] Consumable: zGTW00300CSMbathKit\nThis exploring reward requires 300 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunBotT3JunkDrone,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW16800WT3JunkDrone\nThis exploring reward requires 16800 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunBowT3CompoundBow,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW24000WT3CompoundBow\nThis exploring reward requires 24000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunBowT3CompoundCrossbow,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW24000WT3CompoundCrossbow\nThis exploring reward requires 24000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunExplosivesT3RocketLauncher,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW24000WT3RocketLauncher\nThis exploring reward requires 24000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunHandgunT3DesertVulture,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW36000WT3DesertVulture\nThis exploring reward requires 36000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunHandgunT3SMG5,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW36000WT3SMG5\nThis exploring reward requires 36000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunMGT3M60,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW36000WT3M60\nThis exploring reward requires 36000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunRifleT3SniperRifle,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW36000WT3SniperRifle\nThis exploring reward requires 36000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdgunShotgunT3AutoShotgun,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier III: zGTW36000WT3AutoShotgun\nThis exploring reward requires 36000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmeleeToolRepairT0StoneAxe,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier 0: zGTW04200WT0StoneAxe\nThis exploring reward requires 4200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmeleeToolRepairT0TazasStoneAxe,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier 0: zGTW24000WT0TazasStoneAxe\nThis exploring reward requires 24000 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmeleeToolSalvageT0MakeshiftWrench,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier 0: zGTW00600WT0MakeshiftWrench\nThis exploring reward requires 600 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmeleeToolShovelT0StoneShovel,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier 0: zGTW04200WT0StoneShovel\nThis exploring reward requires 4200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmeleeWpnBatonT0PipeBaton,"[TheNoMad:WorldExplorationReward] Weapon/Tool Tier 0: zGTW02400WT0PipeBaton\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
