Key,English
buffElementFreezingDesc,"You are freezing. Find clothing, find shelter, equip a torch or build a campfire fast! When you're freezing you will burn more calories, move much slower and damage your HP."
buffElementSwelteringDesc,"You are sweltering. Find clothing or shelter. When you're sweltering you will get thirsty faster, move much slower and damage your HP."
NOTE_buffGSKDenyGoreHarvest,"[NoMad]Buff:GoreHarvest"
buffGSKDenyGoreHarvestDesc,"To properly harvest:\n 1) corpses' BLOCKS' full items' amount: you need to step on them or on a nearby one.\n 2) fresh corpses: be careful to first use a normal hit, strong hit initially will damage it too much preventing proper harvesting (if it is already too much damaged you wont be able to harvest anything).\nThis is part of the miasma hazard integration."
buffGSKGoreHazardDesc,"To be able to properly harvest corpses you need to step on them or on a nearby one. This is part of the miasma hazard."
buffGSKSnakePoisonDesc,"Poison remaining time: {cvar(iGSKPoisonDur:0.0000)}.\nAntidote remaining time: {cvar(iGSKPoisonAntidoteDur:0)}."
dkNPCPreventDismiss60s,"NPCs will stop following you after the ammo spent limit is reached. Use this item to let them follow you for more 60s, or dismiss and re-hire them. Melee NPCs will never stop following you tho."
buffGSKHazardousWMiasmaDirtyBDesc,"Hazardous miasma is now at dangerous levels.\n Miasma/Dirty(Lvl): {cvar(iGSKNearDeathMiasmaLvl:0.0)}\n Value(3600 danger, 3200 safe again):\n  {cvar(fGSKMiasmaDirty:0)}"
buffGSKSnakePoisonName,"Snake Poison and Antidote"
buffGSKFlushMiasmaDesc,"You have used the toilet this day already."
TooltipbuffGSKFlushMiasma,"You feel lighter on your body and mind."
buffGSKMutantRandomChaosDesc," Beware, one or more psyonic mutant bunny/zombie are nearby!\nThey can make you bleed, burn, shock, get poisoned (thru the air) and stunned if they are not too far away. They also increase your radiation and miasma.\n Use Psyonic Resistance chem til you find them!"
buffGSKHazardWDrynessDesc,"Dry air is hazardous if:\n water<{cvar(fGSKHazDesWtrLim:0.00)}/1.00 and\n wetness<{cvar(fGSKHazDesWetLim:0.00)}/1.00 and\n not underwater.\nDrink water and get wet.\nSweating also increases dirt and miasma much faster."
buffGSKHazardWWetFreezingAndHungerDesc,"Extra cold conditions are hazardous if:\n food<{cvar(fGSKHazSnoFodLim:0.00)}/1.00 or\n wetness>{cvar(fGSKHazSnoWetLim:0.00)}/1.00 or\n underwater.\nEat food and stay dry.\nFrostbyte tho requires you to get warm so raise your core temperature 0 at least."
dkNPCkits,"The NPC needs to be following you or nothing will happen!\nIf the NPC is standing waiting for you this will NOT work!\nYou need to be within less than 10 distance or you will lose this kit!\nObs.: PROBLEM: it only works if you are below 110 world elevation!? TODO: more tests required."
buffGSKHazardousWBloodLossDesc,"Use a proper blood bag!\n Blood Loss: {cvar(fGSKBloodLoss:0.00)}"
modHazmatDesc,"You modify your armor to fit this hazmat part inside of it comfortably."

buffGSKHazardousWRadiationDesc,"Use hazmat suit or related mods.\nUse rad resist and anti rad chems.\nUse bathtubs and sinks on non radiative biomes.\nMany sleeping zombies have a radiative aura, beware!"
RadiationResistanceDesc,"fGSKRadResPerc: {cvar(fGSKRadResPerc:0.00)}/1.00\nfGSKRadResistDur: {cvar(fGSKRadResistDur:0)}"
PsyonicsResistanceDesc,"This will block all damage and most harm caused by psyonic attacks:\n fGSKPsyResistDur: {cvar(fGSKPsyResistDur:0)}\n Obs.: important to use before shooting mutant zombies, or they may get really mad."
buffGSKRadRemoverDesc,"Slowly removes Rads like -0.1%/s.\n Remaining slow rad remove time: {cvar(fGSKRadRmDur:0)}s\nQuickly removes rads (1%/s):\n Remaining fast rad protection: {cvar(fGSKRadRmVal:0.00)}%"
buffGSKHazardousWElementHotHookDESC,"Find shelter, get wet and fix your heat resistance cloths and stay away from the campfire.\n ClothHeatProtDmg: {cvar(fGSKDmgHeatProt:0.0000)}/1.00\n Dry Air: {cvar(iGSKNearDeathDryHotLvl:0.0)}\n TooHot: {cvar(iGSKNearDeathHazadousWeatherLvl:0.0)}\nSwetting will also increase miasma."

dkbuffGSKHazardWDryAirIndicator,"Dry Air is dangerous!\n Dry Air Near Death Lvl: {cvar(iGSKNearDeathDryHotLvl:0.0)} for {cvar(iGSKNearDeathDryHotTime:0.0)}/60s\n Dry air is hazardous if:\n water < {cvar(fGSKHazDesWtrLim:0.00)}/1.00 and\n wetness < {cvar(fGSKHazDesWetLim:0.00)}/1.00 and\n not underwater.\n Drink water or get wet.\n"

buffGSKHazardousWElementColdHookDESC,"Get near fire and fix your cold resistance cloths.\n ClothColdProtDmg:{cvar(fGSKDmgColdProt:0.0000)}/1.00\n Freezing(Hunger/Wet): {cvar(iGSKNearDeathFreezingLvl:0.0)}\n Frostbyte: {cvar(iGSKNearDeathFrostbyteLvl:0.0)}\n TooCold: {cvar(iGSKNearDeathHazadousWeatherLvl:0.0)}\n Heating(NearOrOnFire): {cvar(fGSKFireHeatingMult:0.00)}"
dkGSKPoisonProjectile,"This will apply poison to the target. The poison will also block the radiated zombies power that regens self and others."
dkGSKElctrnHeroToggle,"This is an activator for ElctrnHero mode.\n [PRIMARY] action Activates.\n [SECONDARY] action Deactivates."

buffGSKNearDeathDesc,"NearDeath Levels (Intensity). Max of them all: {cvar(iGSKNearDeath:0.0)}\n BloodLoss: {cvar(iGSKNearDeathBloodLossLvl:0.0)}, Dry Air: {cvar(iGSKNearDeathDryHotLvl:0.0)} for {cvar(iGSKNearDeathDryHotTime:0.0)}/60s\n Freezing(Hunger/Wet): {cvar(iGSKNearDeathFreezingLvl:0.0)} for {cvar(iGSKNearDeathFreezingTime:0.0)}/60s\n Frostbyte: {cvar(iGSKNearDeathFrostbyteLvl:0.0)}, Too Cold or Hot: {cvar(iGSKNearDeathHazadousWeatherLvl:0.0)} for {cvar(iGSKNDHWTime:0.0)}/60s\n Miasma/Dirty: {cvar(iGSKNearDeathMiasmaLvl:0.0)}, Poison: {cvar(iGSKNearDeathPoisonLvl:0.0)}, Radiation: {cvar(iGSKNearDeathRadiationLvl:0.0)}\n Bloated: {cvar(iGSKNearDeathBloated:0.0)} (ExtraFood:{cvar($foodAmountAdd:0.00)}/{cvar($foodOverEatAmount:0)},Fat:{cvar(fGSKFatStaminaBlockage:0.00)},FatStamBlk:{cvar(.fGSKFatStaminaBlockageLimited:0.00)})\n Overhydrated: {cvar(iGSKNearDeathOverhydrated:0.0)} for {cvar(fGSKOverhydratedTime:0)}/60s (ExtraWater:{cvar($waterAmountAdd:0.00)}/{cvar($waterOverEatAmount:0)},HPBlk:{cvar(fGSKOverhydratedHPBlockage:0)})\n ChemUse: {cvar(iGSKNearDeathChemUse:0.0)} (Now:{cvar(iGSKHitpointsBlockageChemUseShow:0)},L1:{cvar(.fGSKHPBlkChemUseMinx100:0)},L5:{cvar(.fGSKHPBlkChemUseMaxx100:0)})\nYou can hold up to less than 1.0, beyond that begins the danger, when you get double, darkened and distorted vision, slower movement and attacks, health and stamina blockage and slowly lose health."

GSKNoteInfoDevice,"[The NoMad] Info Device"
dkGSKNoteInfoDevice,"ElctrnMods Upgrade Levels (MaxIsElectrocutionerPerkLevel) TT:{cvar(iGSKEnergyLvlTT:0.000)} TS:{cvar(iGSKEnergyLvlTS:0.000)} TA:{cvar(iGSKEnergyLvlTA:0.000)} TH:{cvar(iGSKEnergyLvlTH:0.000)} TR:{cvar(iGSKEnergyLvlTR:0.000)} TP:{cvar(iGSKEnergyLvlTP:0.000)} TB:{cvar(iGSKEnergyLvlTB:0.000)},\n Fat:{cvar(fGSKFatStaminaBlockage:0.00)} FatStaminaBlockage:{cvar(.fGSKFatStaminaBlockageLimited:0.00)}, GasMaskProt:({cvar(iGSKMiasmaBlockPerc:0.00)}+{cvar(iGSKMiasmaBlockPercExtra:0.00)}bath)/0.95,\n ArmorMult ElctrnShield EnergyUse PerHit: {cvar(fGSKarmorAddToMultTS:0.00)},\n Stumble (FallSpeed/ CheckLuck): {cvar(.fGSKFallSpeedLastX100:0.00)}/{cvar(.fGSKFallSpeedRagDollCheckLuck:0.00)}, MeleeParry={cvar(iGSKMeleeParryChance:0)}%,\n SteroidsCC: {cvar(fGSKSteroidsLongTermEffect:0.00)}(ES:{cvar(_encumberedslots:0)},E:{cvar(_encumbrance:0.00)},FW:{cvar(.fGSKSteroidsLongTermEffectFoodWater:0.00)}),\n CosmicRadiationMessDNA:{cvar(fGSKCosmicRadMessDNA:0.00)} RadiationMessDNA:{cvar(fGSKRadiationMessDNA:0.00)} EssenceMutantDNA:{cvar(iGSKEssenceMutant:0.00)} EssenceVampireDNA:{cvar(iGSKEssenceVampire:0.00)} EssenceWightDNA:{cvar(iGSKEssenceWight:0.00)}"

GSKNoteInfoDeviceExtra,"[The NoMad] Extra Info Device"
dkGSKNoteInfoDeviceExtra,"NearOrOnFire HeatingMult: {cvar(fGSKFireHeatingMult:0.00)}, Biome Radiation: {cvar(_biomeradiation:0.0)}, Teleport ToSky Count: {cvar(iGSKTeleportToSkyCount:0)}, Wakeups(EnterGame): {cvar(iGSKOnEnterGameCount:0)}, Nightmares(Resurrects): {cvar(iGSKOnRespawnCount:0)}, Current ExpLoss: {cvar(.fGSKExpDebtPercx100:0.00)}%/{cvar(.fGSKExpDebtMaxPerc:0.00)}/0.95 ({cvar(fGSKExpDebt:0)}/{cvar(fGSKAllFreeBundlesSumExpDebit:0)}, -{cvar(.fGSKExpDebtDecPerSec:0.00)}/s), RealTime HoursRemaining ToEnd ExpLoss: {cvar(.fGSKExpDebtTmRemain:0.0)}, DeathExpDeficit: {cvar(.fGSKExpDefPerDeathPerc:0.00)}/{cvar(.fGSKExpDefMaxPerc:0.00)}, DrinkRain Allowed:{cvar(iGSKDrinkRainAllowed:0)}, DegAb:{cvar(_degreesabsorbed:0.00)}, NoAl:{cvar(_notAlerted:0.00)}, Stu:{cvar(_stunned:0.00)}, GT:{cvar(.iGSKGameTime)}, ExplorationCredits:{cvar(iGSKexplorationCredits:0)}, ExplorePOIsCount:{cvar(iGSKexplorationProgressPOIcount:0)}"

